"ResourceType","AlertMetricName","Count","AlertOperator","Aggregation","Dimensions","EvaluationFrequency","WindowSize","DSExport","Severity","Threshold","FriendlyName"
"microsoft.eventgrid/systemtopics","DeliveryAttemptFailCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","2","1","egst"
"microsoft.eventgrid/systemtopics","PublishFailCount","Count","GreaterThanOrEqual","Total","ErrorType, Error","PT5M","PT5M","Yes","0","10","egst"
"microsoft.eventgrid/systemtopics","PublishFailCount","Count","GreaterThanOrEqual","Total","ErrorType, Error","PT5M","PT5M","Yes","1","5","egst"
"microsoft.eventgrid/systemtopics","PublishFailCount","Count","GreaterThanOrEqual","Total","ErrorType, Error","PT5M","PT5M","Yes","2","1","egst"
"microsoft.eventgrid/systemtopics","UnmatchedEventCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","0","10","egst"
"microsoft.eventgrid/systemtopics","UnmatchedEventCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","1","5","egst"
"microsoft.eventgrid/systemtopics","UnmatchedEventCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","2","1","egst"
"microsoft.eventgrid/topics","DeadLetteredCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","0","10","evgt"
"microsoft.eventgrid/topics","DeadLetteredCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","1","5","evgt"
"microsoft.eventgrid/topics","DeadLetteredCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","2","1","evgt"
"microsoft.eventgrid/topics","DeliveryAttemptFailCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","0","10","evgt"
"microsoft.eventgrid/topics","DeliveryAttemptFailCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","1","5","evgt"
"microsoft.eventgrid/topics","DeliveryAttemptFailCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","2","1","evgt"
"microsoft.eventgrid/topics","PublishFailCount","Count","GreaterThanOrEqual","Total","ErrorType, Error","PT5M","PT5M","Yes","0","10","evgt"
"microsoft.eventgrid/topics","PublishFailCount","Count","GreaterThanOrEqual","Total","ErrorType, Error","PT5M","PT5M","Yes","1","5","evgt"
"microsoft.eventgrid/topics","PublishFailCount","Count","GreaterThanOrEqual","Total","ErrorType, Error","PT5M","PT5M","Yes","2","1","evgt"
"microsoft.eventgrid/topics","UnmatchedEventCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","0","10","evgt"
"microsoft.eventgrid/topics","UnmatchedEventCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","1","5","evgt"
"microsoft.eventgrid/topics","UnmatchedEventCount","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","2","1","evgt"
"microsoft.eventhub/namespaces","NamespaceCpuUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","evhns"
"microsoft.eventhub/namespaces","NamespaceCpuUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","evhns"
"microsoft.eventhub/namespaces","NamespaceCpuUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","evhns"
"microsoft.eventhub/namespaces","NamespaceMemoryUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","evhns"
"microsoft.eventhub/namespaces","NamespaceMemoryUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","evhns"
"microsoft.eventhub/namespaces","NamespaceMemoryUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","evhns"
"microsoft.eventhub/namespaces","QuotaExceededErrors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","evhns"
"microsoft.eventhub/namespaces","ServerErrors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","evhns"
"microsoft.eventhub/namespaces","UserErrors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","evhns"
"microsoft.insights/components","availabilityResults/availabilityPercentage","Percent","LessThan","Average","","PT5M","PT5M","Yes","0","100","appi"
"microsoft.insights/components","dependencies/failed","Count","GreaterThanOrEqual","Count","","PT5M","PT5M","Yes","1","1","appi"
"microsoft.insights/components","exceptions/count","Count","GreaterThanOrEqual","Count","","PT5M","PT5M","Yes","1","1","appi"
"microsoft.insights/components","requests/failed","Count","GreaterThanOrEqual","Count","","PT5M","PT5M","Yes","1","1","appi"
"microsoft.keyvault/vaults","Availability","Percent","LessThan","Average","","PT5M","PT5M","Yes","0","100","kv"
"microsoft.keyvault/vaults","SaturationShoebox","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","kv"
"microsoft.keyvault/vaults","SaturationShoebox","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","kv"
"microsoft.logic/workflows","RunsCancelled","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","logic"
"microsoft.logic/workflows","RunsFailed","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","logic"
"microsoft.logic/workflows","TriggersFailed","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","logic"
"microsoft.machinelearningservices/workspaces","Cancelled Runs","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","mlw"
"microsoft.machinelearningservices/workspaces","CpuMemoryUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","mlw"
"microsoft.machinelearningservices/workspaces","CpuMemoryUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","mlw"
"microsoft.machinelearningservices/workspaces","CpuMemoryUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","mlw"
"microsoft.machinelearningservices/workspaces","CpuUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","mlw"
"microsoft.machinelearningservices/workspaces","CpuUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","mlw"
"microsoft.machinelearningservices/workspaces","CpuUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","mlw"
"microsoft.machinelearningservices/workspaces","Errors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","5","mlw"
"microsoft.machinelearningservices/workspaces","Errors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","mlw"
"microsoft.machinelearningservices/workspaces","Failed Runs","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","5","mlw"
"microsoft.machinelearningservices/workspaces","Failed Runs","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","mlw"
"microsoft.machinelearningservices/workspaces","GpuMemoryUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","mlw"
"microsoft.machinelearningservices/workspaces","GpuMemoryUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","mlw"
"microsoft.machinelearningservices/workspaces","GpuMemoryUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","mlw"
"microsoft.machinelearningservices/workspaces","GpuUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","mlw"
"microsoft.machinelearningservices/workspaces","GpuUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","mlw"
"microsoft.machinelearningservices/workspaces","GpuUtilizationPercentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","mlw"
"microsoft.machinelearningservices/workspaces","Model Deploy Failed","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","5","mlw"
"microsoft.machinelearningservices/workspaces","Model Deploy Failed","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","mlw"
"microsoft.machinelearningservices/workspaces","Model Register Failed","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","5","mlw"
"microsoft.machinelearningservices/workspaces","Model Register Failed","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","mlw"
"microsoft.machinelearningservices/workspaces","Quota Utilization Percentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","mlw"
"microsoft.machinelearningservices/workspaces","Quota Utilization Percentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","mlw"
"microsoft.machinelearningservices/workspaces","Quota Utilization Percentage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","mlw"
"microsoft.machinelearningservices/workspaces","StorageAPIFailureCount","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","5","mlw"
"microsoft.machinelearningservices/workspaces","StorageAPIFailureCount","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","mlw"
"microsoft.maps/accounts","Availability","Percent","LessThan","Average","","PT5M","PT5M","Yes","0","100","maps"
"microsoft.network/applicationgateways","CpuUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","appgw"
"microsoft.network/applicationgateways","CpuUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","appgw"
"microsoft.network/applicationgateways","CpuUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","appgw"
"microsoft.network/applicationgateways","FailedRequests","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","0","50","appgw"
"microsoft.network/applicationgateways","FailedRequests","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","1","20","appgw"
"microsoft.network/applicationgateways","FailedRequests","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","2","10","appgw"
"microsoft.network/applicationgateways","UnhealthyHostCount","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","appgw"
"microsoft.network/applicationgateways","ResponseStatus","Count","GreaterThanOrEqual","Total","HttpStatus|Include|4xx","PT5M","PT5M","Yes","1","1","appgw"
"microsoft.network/applicationgateways","ResponseStatus","Count","GreaterThanOrEqual","Total","HttpStatus|Include|5xx","PT5M","PT5M","Yes","0","1","appgw"
"microsoft.network/bastionhosts","pingmesh","Count","LessThan","Average","","PT5M","PT5M","No","0","100","bas"
"microsoft.network/bastionhosts","sessions","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","No","1","YY","bas"
"microsoft.network/dnszones","RecordSetCapacityUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT1H","Yes","1","90","dnsz"
"microsoft.network/dnszones","RecordSetCount","Count","GreaterThanOrEqual","Average","","PT5M","PT1H","No","1","YY","dnsz"
"microsoft.network/expressRouteCircuits","ArpAvailability","Percent","LessThan","Average","","PT5M","PT5M","Yes","0","100","erc"
"microsoft.network/expressRouteCircuits","BgpAvailability","Percent","LessThan","Average","","PT5M","PT5M","Yes","0","100","erc"
"microsoft.network/expressRouteCircuits","BitsInPerSecond","BitsPerSecond","GreaterThanOrEqual","Maximum","","PT5M","PT5M","No","0","XX","erc"
"microsoft.network/loadbalancers","DipAvailability","Count","LessThan","Average","","PT5M","PT5M","Yes","0","100","lb"
"microsoft.network/loadbalancers","VipAvailability","Count","LessThan","Average","","PT5M","PT5M","Yes","0","75","lb"
"microsoft.network/natgateways","DatapathAvailability","Count","LessThan","Average","","PT5M","PT5M","Yes","0","100","natgw"
"microsoft.network/natgateways","SNATConnectionCount","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","63000","natgw"
"microsoft.purview/accounts","ScanFailed","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","pview"
"microsoft.servicebus/namespaces","AbandonMessage","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","1","sbns"
"microsoft.servicebus/namespaces","NamespaceCpuUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sbns"
"microsoft.servicebus/namespaces","NamespaceMemoryUsage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sbns"
"microsoft.servicebus/namespaces","DeadletteredMessages","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","1","sbns"
"microsoft.servicebus/namespaces","ServerErrors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","5","sbns"
"microsoft.servicebus/namespaces","ServerErrors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","sbns"
"microsoft.servicebus/namespaces","ThrottledRequests","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","5","sbns"
"microsoft.servicebus/namespaces","UserErrors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","10","sbns"
"microsoft.sql/servers/databases","availability","Percent","LessThan","Average","","PT5M","PT5M","Yes","0","100","sqlstrdb"
"microsoft.sql/servers/databases","connection_failed","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","1","1","sqlstrdb"
"microsoft.sql/servers/databases","cpu_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sqlstrdb"
"microsoft.sql/servers/databases","cpu_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlstrdb"
"microsoft.sql/servers/databases","cpu_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","sqlstrdb"
"microsoft.sql/servers/databases","deadlock","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","0","1","sqlstrdb"
"microsoft.sql/servers/databases","dtu_consumption_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sqlstrdb"
"microsoft.sql/servers/databases","dtu_consumption_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlstrdb"
"microsoft.sql/servers/databases","dtu_consumption_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","sqlstrdb"
"microsoft.sql/servers/databases","ledger_digest_upload_failed","Count","GreaterThanOrEqual","Count","","PT5M","PT5M","Yes","1","1","sqlstrdb"
"microsoft.sql/servers/databases","storage_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","95","sqlstrdb"
"microsoft.sql/servers/databases","storage_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","90","sqlstrdb"
"microsoft.sql/servers/databases","tempdb_log_used_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlstrdb"
"microsoft.sql/servers/databases","workers_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlstrdb"
"microsoft.sql/servers/elasticpools","cpu_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sqlep"
"microsoft.sql/servers/elasticpools","cpu_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlep"
"microsoft.sql/servers/elasticpools","cpu_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","sqlep"
"microsoft.sql/servers/elasticpools","sqlserver_process_core_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sqlep"
"microsoft.sql/servers/elasticpools","sqlserver_process_core_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlep"
"microsoft.sql/servers/elasticpools","sqlserver_process_core_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","sqlep"
"microsoft.sql/servers/elasticpools","sqlserver_process_memory_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sqlep"
"microsoft.sql/servers/elasticpools","sqlserver_process_memory_percent","Percent","GreaterThanOrEqual","Average","","P51M","PT5M","Yes","1","90","sqlep"
"microsoft.sql/servers/elasticpools","sqlserver_process_memory_percent","Percent","GreaterThanOrEqual","Average","","P51M","PT5M","Yes","2","85","sqlep"
"microsoft.sql/servers/elasticpools","storage_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sqlep"
"microsoft.sql/servers/elasticpools","storage_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlep"
"microsoft.sql/servers/elasticpools","workers_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sqlep"
"microsoft.sql/servers","dtu_consumption_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sql"
"microsoft.sql/servers","dtu_consumption_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sql"
"microsoft.sql/servers","dtu_consumption_percent","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","sql"
"microsoft.storage/storageaccounts","Availability","Percent","LessThan","Average","","PT5M","PT5M","Yes","0","99","st"
"microsoft.storage/storageaccounts","UsedCapacity","Bytes","GreaterThanOrEqual","Average","","PT1H","PT1H","Yes","0","XX","st"
"microsoft.storage/storageaccounts","UsedCapacity","Bytes","GreaterThanOrEqual","Average","","PT1H","PT1H","Yes","1","XX","st"
"microsoft.storage/storageaccounts","UsedCapacity","Bytes","GreaterThanOrEqual","Average","","PT1H","PT1H","Yes","2","XX","st"
"microsoft.streamanalytics/streamingjobs","AMLCalloutFailedRequests","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","5","sasj"
"microsoft.streamanalytics/streamingjobs","DeserializationError","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","1","sasj"
"microsoft.streamanalytics/streamingjobs","ConversionErrors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","1","sasj"
"microsoft.streamanalytics/streamingjobs","Errors","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","1","sasj"
"microsoft.streamanalytics/streamingjobs","OutputWatermarkDelaySeconds","Seconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","5","sasj"
"microsoft.streamanalytics/streamingjobs","ProcessCPUUsagePercentage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sasj"
"microsoft.streamanalytics/streamingjobs","ProcessCPUUsagePercentage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sasj"
"microsoft.streamanalytics/streamingjobs","ResourceUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","sasj"
"microsoft.streamanalytics/streamingjobs","ResourceUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","sasj"
"microsoft.web/serverfarms","CpuPercentage","Percent","GreaterThanOrEqual","Average","Instance","PT5M","PT5M","Yes","0","95","asp"
"microsoft.web/serverfarms","CpuPercentage","Percent","GreaterThanOrEqual","Average","Instance","PT5M","PT5M","Yes","1","90","asp"
"microsoft.web/serverfarms","CpuPercentage","Percent","GreaterThanOrEqual","Average","Instance","PT5M","PT5M","Yes","2","85","asp"
"microsoft.web/serverfarms","DiskQueueLength","Percent","GreaterThanOrEqual","Average","Instance","PT5M","PT5M","Yes","0","95","asp"
"microsoft.web/serverfarms","DiskQueueLength","Percent","GreaterThanOrEqual","Average","Instance","PT5M","PT5M","Yes","1","90","asp"
"microsoft.web/serverfarms","DiskQueueLength","Percent","GreaterThanOrEqual","Average","Instance","PT5M","PT5M","Yes","2","85","asp"
"microsoft.web/serverfarms","HttpQueueLength","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","10","asp"
"microsoft.web/serverfarms","MemoryPercentage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","asp"
"microsoft.web/serverfarms","MemoryPercentage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","asp"
"microsoft.web/serverfarms","MemoryPercentage","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","asp"
"microsoft.web/sites","HealthCheckStatus","Count","LessThan","Average","","PT5M","PT5M","Yes","1","100","app"
"microsoft.web/sites","Http4xx","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","5","app"
"microsoft.web/sites","Http5xx","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","5","app"
"microsoft.web/sites","HttpResponseTime","Seconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","YY","app"
"microsoft.web/sites/slots","HealthCheckStatus","Count","LessThan","Average","","PT5M","PT5M","Yes","2","100","appsl"
"microsoft.web/sites/slots","Http4xx","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","5","appsl"
"microsoft.web/sites/slots","Http5xx","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","5","appsl"
"microsoft.web/sites/slots","HttpResponseTime","Seconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","YY","appsl"
"microsoft.network/azurefirewalls","FirewallHealth","Seconds","LessThan","Average","","PT5M","PT5M","Yes","0","99","afw"
"microsoft.datashare/accounts","FailedShareSubscriptionSynchronizations","Seconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","1","dsa"
"microsoft.datashare/accounts","FailedShareSynchronizations","Seconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","1","dsa"
"microsoft.network/trafficmanagerprofiles","ProbeAgentCurrentEndpointStateByProfileResourceId","Seconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","1","traf"
"Microsoft.Kusto/Clusters","CPU","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","95","adx"
"Microsoft.Kusto/Clusters","CPU","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","90","adx"
"Microsoft.Kusto/Clusters","CPU","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","85","adx"
"Microsoft.Kusto/Clusters","KeepAlive","Count","LessThan","Average","","PT5M","PT5M","Yes","0","1","adx"
"Microsoft.Kusto/Clusters","BatchDuration","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","YY","adx"
"Microsoft.Kusto/Clusters","BlobsDropped","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","10","adx"
"Microsoft.Kusto/Clusters","BlobsDropped","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","5","adx"
"Microsoft.Kusto/Clusters","BlobsDropped","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","1","adx"
"Microsoft.Kusto/Clusters","EventsDropped","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","0","10","adx"
"Microsoft.Kusto/Clusters","EventsDropped","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","5","adx"
"Microsoft.Kusto/Clusters","EventsDropped","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","1","adx"
"Microsoft.Kusto/Clusters","QueueLength","Count","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","YY","adx"
"Microsoft.Kusto/Clusters","QueryDuration","MilliSeconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","YY","adx"
"Microsoft.Kusto/Clusters","IngestionLatencyInSeconds","Seconds","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","1","YY","adx"
"Microsoft.Kusto/Clusters","CacheUtilizationFactor","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","1","100","adx"
"Microsoft.Kusto/Clusters","TotalNumberOfThrottledCommands","Count","LessThan","Average","","PT5M","PT5M","Yes","0","10","adx"
"Microsoft.Kusto/Clusters","TotalNumberOfThrottledCommands","Count","LessThan","Average","","PT5M","PT5M","Yes","1","5","adx"
"Microsoft.Kusto/Clusters","TotalNumberOfThrottledCommands","Count","LessThan","Average","","PT5M","PT5M","Yes","2","1","adx"
"Microsoft.Kusto/Clusters","DiscoveryLatency","Seconds","GreaterThan","Average","","PT5M","PT5M","Yes","0","1","adx"
"Microsoft.Kusto/Clusters","IngestionUtilization","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","0","95","adx"
"Microsoft.Kusto/Clusters","IngestionUtilization","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","1","90","adx"
"Microsoft.Kusto/Clusters","IngestionUtilization","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","2","85","adx"
"Microsoft.Kusto/Clusters","IngestionResult","Count","GreaterThan","Average","","PT5M","PT5M","Yes","1","YY","adx"
"Microsoft.Automation/automationAccounts","TotalJob","Count","GreaterThan","Total","Status|Exclude|Completed","PT5M","PT5M","Yes","1","0","aa"
"microsoft.app/containerapps","ResponseTime","Milliseconds","GreaterThan","Average","","PT5M","PT5M","Yes","1","2000","ca"
"microsoft.app/containerapps","CpuPercentage","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","0","95","ca"
"microsoft.app/containerapps","CpuPercentage","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","1","90","ca"
"microsoft.app/containerapps","CpuPercentage","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","2","85","ca"
"microsoft.app/containerapps","MemoryPercentage","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","0","95","ca"
"microsoft.app/containerapps","MemoryPercentage","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","1","90","ca"
"microsoft.app/containerapps","MemoryPercentage","Percent","GreaterThan","Average","","PT5M","PT5M","Yes","2","85","ca"
"microsoft.appconfiguration/configurationstores","DailyStorageUsage","Percent","GreaterThanOrEqual","Maximum","","PT5M","PT5M","Yes","2","80","configurationstores"
"microsoft.appconfiguration/configurationstores","RequestQuotaUsage","Percent","GreaterThanOrEqual","Maximum","","PT5M","PT5M","Yes","2","80","configurationstores"
"microsoft.cognitiveservices/accounts/projects","ProvisionedUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","80","projects"
"microsoft.cognitiveservices/accounts/projects","ModelAvailabilityRate","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","80","projects"
"microsoft.cognitiveservices/accounts","TotalErrors","Count","GreaterThanOrEqual","Total","","PT5M","PT5M","Yes","2","80","accounts"
"microsoft.cognitiveservices/accounts","ProvisionedUtilization","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","80","accounts"
"microsoft.cognitiveservices/accounts","ModelAvailabilityRate","Percent","GreaterThanOrEqual","Average","","PT5M","PT5M","Yes","2","80","accounts"
